id,text,language,emotion,stress_level,stress_score
21280,મને આજે ખુબ શાંતિ લાગે છે #1279,Gujarati,sadness,medium,4
21281,મને મારા પરીક્ષાની ચિંતા છે #1280,Gujarati,sadness,low,2
21282,આ સમાચારથી હું આશ્ચર્યચકિત થયો #1281,Gujarati,neutral,medium,5
21283,મને આજે ખુબ ખુશી થાય છે #1282,Gujarati,neutral,medium,4
21284,હું આવતીકાલ માટે ઉત્સાહિત છું #1283,Gujarati,neutral,medium,5
21285,મને મારા પરીક્ષાની ચિંતા છે #1284,Gujarati,anger,medium,4
21286,મને ખુબ ગુસ્સો આવે છે #1285,Gujarati,neutral,high,8
21287,મને ખુબ તણાવ લાગે છે #1286,Gujarati,anger,high,10
21288,હું આજે ખુબ એકલો અનુભવું છું #1287,Gujarati,fear,high,7
21289,મને ખુબ દબાણ લાગે છે #1288,Gujarati,joy,high,7
21290,મને આજે ખુબ ખુશી થાય છે #1289,Gujarati,anger,medium,6
21291,મને ખુબ તણાવ લાગે છે #1290,Gujarati,stress,high,8
21292,મને ખુબ તણાવ લાગે છે #1291,Gujarati,fear,medium,4
21293,મને મારા ભવિષ્યની ચિંતા છે #1292,Gujarati,sadness,low,1
21294,હું મારા કામથી નિરાશ છું #1293,Gujarati,neutral,high,8
21295,હું આજે ખુબ એકલો અનુભવું છું #1294,Gujarati,surprise,medium,5
21296,મને ખુબ દબાણ લાગે છે #1295,Gujarati,surprise,low,1
21297,મને ખુબ ગુસ્સો આવે છે #1296,Gujarati,stress,high,7
21298,આ સમાચારથી હું આશ્ચર્યચકિત થયો #1297,Gujarati,surprise,low,1
21299,આ સમાચારથી હું આશ્ચર્યચકિત થયો #1298,Gujarati,anger,medium,4
21300,મને મારા પરીક્ષાની ચિંતા છે #1299,Gujarati,fear,medium,4
21301,મને ખુબ તણાવ લાગે છે #1300,Gujarati,stress,medium,6
21302,હું મારા કામથી નિરાશ છું #1301,Gujarati,anger,high,10
21303,હું આજે ખુબ શાંત અનુભવું છું #1302,Gujarati,fear,high,8
21304,મને આજે ખુબ શાંતિ લાગે છે #1303,Gujarati,fear,high,9
21305,મને મારા ભવિષ્યની ચિંતા છે #1304,Gujarati,anger,high,8
21306,આ સમાચારથી હું આશ્ચર્યચકિત થયો #1305,Gujarati,anger,low,2
21307,મને આજે ખુબ શાંતિ લાગે છે #1306,Gujarati,anger,high,10
21308,મને આજે ખુબ શાંતિ લાગે છે #1307,Gujarati,stress,high,8
21309,મને ખુબ ગુસ્સો આવે છે #1308,Gujarati,stress,high,7
21310,હું આજે ખુબ એકલો અનુભવું છું #1309,Gujarati,anger,medium,5
21311,મને ખુબ તણાવ લાગે છે #1310,Gujarati,sadness,low,1
21312,મને આજે ખુબ ખુશી થાય છે #1311,Gujarati,neutral,high,9
21313,આ સમાચારથી હું આશ્ચર્યચકિત થયો #1312,Gujarati,stress,high,7
21314,મને આજે ખુબ શાંતિ લાગે છે #1313,Gujarati,fear,high,10
21315,મને ખુબ ગુસ્સો આવે છે #1314,Gujarati,sadness,high,9
21316,હું મારા કામથી નિરાશ છું #1315,Gujarati,anger,medium,6
21317,હું આવતીકાલ માટે ઉત્સાહિત છું #1316,Gujarati,anger,medium,4
21318,હું મારા કામથી નિરાશ છું #1317,Gujarati,sadness,low,1
21319,મને ખુબ તણાવ લાગે છે #1318,Gujarati,neutral,high,10
21320,હું આજે ખુબ એકલો અનુભવું છું #1319,Gujarati,joy,high,7
21321,મને ખુબ તણાવ લાગે છે #1320,Gujarati,neutral,high,7
21322,મને આજે ખુબ શાંતિ લાગે છે #1321,Gujarati,fear,high,8
21323,હું મારા કામથી નિરાશ છું #1322,Gujarati,joy,high,10
21324,મને ખુબ દબાણ લાગે છે #1323,Gujarati,surprise,high,7
21325,હું આજે ખુબ શાંત અનુભવું છું #1324,Gujarati,joy,low,1
21326,આ સમાચારથી હું આશ્ચર્યચકિત થયો #1325,Gujarati,anger,medium,4
21327,હું આજે ખુબ શાંત અનુભવું છું #1326,Gujarati,sadness,high,9
21328,મને ખુબ દબાણ લાગે છે #1327,Gujarati,fear,low,3
21329,આ સમાચારથી હું આશ્ચર્યચકિત થયો #1328,Gujarati,joy,low,3
21330,મને ખુબ તણાવ લાગે છે #1329,Gujarati,joy,medium,6
21331,મને મારા ભવિષ્યની ચિંતા છે #1330,Gujarati,stress,low,1
21332,મને મારા ભવિષ્યની ચિંતા છે #1331,Gujarati,surprise,medium,4
21333,આ સમાચારથી હું આશ્ચર્યચકિત થયો #1332,Gujarati,sadness,low,3
21334,મને મારા ભવિષ્યની ચિંતા છે #1333,Gujarati,surprise,medium,5
21335,મને ખુબ ગુસ્સો આવે છે #1334,Gujarati,surprise,low,0
21336,મને મારા ભવિષ્યની ચિંતા છે #1335,Gujarati,joy,high,7
21337,હું આવતીકાલ માટે ઉત્સાહિત છું #1336,Gujarati,anger,low,1
21338,હું આજે ખુબ એકલો અનુભવું છું #1337,Gujarati,surprise,low,1
21339,મને ખુબ તણાવ લાગે છે #1338,Gujarati,joy,medium,5
21340,આ સમાચારથી હું આશ્ચર્યચકિત થયો #1339,Gujarati,surprise,low,2
21341,હું આજે ખુબ એકલો અનુભવું છું #1340,Gujarati,surprise,medium,5
21342,મને ખુબ ગુસ્સો આવે છે #1341,Gujarati,neutral,low,1
21343,મને આજે ખુબ ખુશી થાય છે #1342,Gujarati,surprise,high,7
21344,મને ખુબ દબાણ લાગે છે #1343,Gujarati,joy,high,10
21345,મને ખુબ તણાવ લાગે છે #1344,Gujarati,fear,medium,6
21346,મને ખુબ ગુસ્સો આવે છે #1345,Gujarati,surprise,medium,5
21347,હું આજે ખુબ એકલો અનુભવું છું #1346,Gujarati,sadness,low,1
21348,મને મારા પરીક્ષાની ચિંતા છે #1347,Gujarati,sadness,high,9
21349,આ સમાચારથી હું આશ્ચર્યચકિત થયો #1348,Gujarati,surprise,medium,6
21350,મને આજે ખુબ શાંતિ લાગે છે #1349,Gujarati,neutral,high,10
21351,મને ખુબ ગુસ્સો આવે છે #1350,Gujarati,sadness,medium,5
21352,આ સમાચારથી હું આશ્ચર્યચકિત થયો #1351,Gujarati,neutral,high,10
21353,આ સમાચારથી હું આશ્ચર્યચકિત થયો #1352,Gujarati,stress,high,8
21354,મને મારા ભવિષ્યની ચિંતા છે #1353,Gujarati,stress,low,2
21355,મને આજે ખુબ ખુશી થાય છે #1354,Gujarati,neutral,low,1
21356,મને આજે ખુબ શાંતિ લાગે છે #1355,Gujarati,anger,high,8
21357,મને આજે ખુબ ખુશી થાય છે #1356,Gujarati,fear,high,7
21358,મને આજે ખુબ ખુશી થાય છે #1357,Gujarati,sadness,low,1
21359,મને આજે ખુબ ખુશી થાય છે #1358,Gujarati,neutral,low,1
21360,હું આવતીકાલ માટે ઉત્સાહિત છું #1359,Gujarati,sadness,high,8
21361,હું મારા કામથી નિરાશ છું #1360,Gujarati,fear,medium,6
21362,મને આજે ખુબ ખુશી થાય છે #1361,Gujarati,neutral,low,0
21363,આ સમાચારથી હું આશ્ચર્યચકિત થયો #1362,Gujarati,surprise,high,7
21364,મને મારા ભવિષ્યની ચિંતા છે #1363,Gujarati,neutral,low,2
21365,હું આજે ખુબ એકલો અનુભવું છું #1364,Gujarati,neutral,low,1
21366,હું આવતીકાલ માટે ઉત્સાહિત છું #1365,Gujarati,anger,low,3
21367,હું આવતીકાલ માટે ઉત્સાહિત છું #1366,Gujarati,anger,medium,5
21368,હું આવતીકાલ માટે ઉત્સાહિત છું #1367,Gujarati,anger,low,3
21369,હું આજે ખુબ શાંત અનુભવું છું #1368,Gujarati,surprise,low,2
21370,મને આજે ખુબ શાંતિ લાગે છે #1369,Gujarati,surprise,high,7
21371,મને ખુબ ગુસ્સો આવે છે #1370,Gujarati,stress,medium,4
21372,હું મારા કામથી નિરાશ છું #1371,Gujarati,sadness,low,2
21373,મને મારા ભવિષ્યની ચિંતા છે #1372,Gujarati,neutral,high,8
21374,મને ખુબ ગુસ્સો આવે છે #1373,Gujarati,anger,high,7
21375,હું આવતીકાલ માટે ઉત્સાહિત છું #1374,Gujarati,anger,high,7
21376,હું આજે ખુબ એકલો અનુભવું છું #1375,Gujarati,anger,high,9
21377,આ સમાચારથી હું આશ્ચર્યચકિત થયો #1376,Gujarati,anger,medium,4
21378,મને ખુબ તણાવ લાગે છે #1377,Gujarati,stress,high,8
21379,મને ખુબ તણાવ લાગે છે #1378,Gujarati,surprise,high,9
21380,મને આજે ખુબ ખુશી થાય છે #1379,Gujarati,stress,high,7
21381,હું આજે ખુબ એકલો અનુભવું છું #1380,Gujarati,stress,medium,4
21382,મને ખુબ દબાણ લાગે છે #1381,Gujarati,neutral,high,7
21383,હું આજે ખુબ એકલો અનુભવું છું #1382,Gujarati,sadness,high,10
21384,હું આવતીકાલ માટે ઉત્સાહિત છું #1383,Gujarati,fear,low,0
21385,મને ખુબ તણાવ લાગે છે #1384,Gujarati,fear,low,1
